function	width	library	scale	nanos	min	max
acos	18	decimal-scaled	17	4848	70	17406
acos	18	g_math	17	467922	3075	645565
acos	38	decimal-scaled	17	4858	70	16505
acos	38	decimal-scaled	28	5979	70	70126
acos	38	decimal-scaled	37	6880	71	79911
acos	38	g_math	17	468888	3125	748271
acos	38	g_math	28	469825	3085	705586
acos	38	g_math	37	469564	3155	622310
acos	57	decimal-scaled	17	9324	1822	23505
acos	57	decimal-scaled	28	12718	2604	62392
acos	57	decimal-scaled	37	13540	2744	50765
acos	57	g_math	17	468460	3144	618180
acos	57	g_math	28	467631	3115	712332
acos	57	g_math	37	469067	3095	630580
acos	76	decimal-scaled	17	8797	1783	21610
acos	76	decimal-scaled	28	11461	2304	42880
acos	76	decimal-scaled	37	12593	2515	46788
acos	76	g_math	17	462300	3216	998619
acos	76	g_math	28	464384	3186	611765
acos	76	g_math	37	461599	3186	628797
acos	115	decimal-scaled	17	15990	3217	1879288
acos	115	decimal-scaled	28	20869	4228	5640066
acos	115	decimal-scaled	37	22142	4418	9046193
acos	115	g_math	17	946242	5871	10899531
acos	115	g_math	28	949462	5901	9032920
acos	115	g_math	37	958999	5821	11005537
acos	153	decimal-scaled	17	15343	3074	2042795
acos	153	decimal-scaled	28	19710	4056	70947
acos	153	decimal-scaled	37	21682	4426	213941
acos	153	decimal-scaled	152	115284	54723	11129030
acos	153	g_math	17	1011320	6991	12997214
acos	153	g_math	28	1016869	5158	10039465
acos	153	g_math	37	994444	5779	17672682
acos	153	g_math	152	998990	5799	12987342
acos	230	decimal-scaled	17	13165	2930	2026085
acos	230	decimal-scaled	28	16613	3247	8027413
acos	230	decimal-scaled	37	18153	3360	6028935
acos	230	decimal-scaled	152	83176	38770	15096870
acos	230	g_math	17	440654	2554	8208904
acos	230	g_math	28	451716	2553	12526487
acos	230	g_math	37	467029	2326	9558289
acos	230	g_math	152	453202	2224	8285220
acos	307	decimal-scaled	17	14452	2965	78638
acos	307	decimal-scaled	28	19960	3966	79759
acos	307	decimal-scaled	37	21753	4697	9168141
acos	307	decimal-scaled	152	114587	53450	13124595
acos	307	g_math	17	1011812	5719	12562712
acos	307	g_math	28	1011812	5709	9921064
acos	307	g_math	37	1014180	5698	11532209
acos	307	g_math	152	1008272	106851	12719916
acos	462	decimal-scaled	17	14142	2834	1407760
acos	462	decimal-scaled	28	19519	3736	8118056
acos	462	decimal-scaled	37	21292	3936	13038924
acos	462	decimal-scaled	152	111578	49484	12134825
acos	462	g_math	17	1008168	5659	16131355
acos	462	g_math	28	1021479	5758	11942604
acos	462	g_math	37	1010717	5709	15916458
acos	462	g_math	152	1017562	5748	8929887
acos	616	decimal-scaled	17	14998	3166	79760
acos	616	decimal-scaled	28	19727	4118	12036762
acos	616	decimal-scaled	37	21401	4909	12036885
acos	616	decimal-scaled	152	109351	52478	14293804
acos	616	g_math	17	940959	5921	13036842
acos	616	g_math	28	947396	5900	7744474
acos	616	g_math	37	939606	5911	9981493
acos	616	g_math	152	950792	5811	14618581
acos	924	decimal-scaled	17	16210	3196	4027144
acos	924	decimal-scaled	28	20722	4173	12033954
acos	924	decimal-scaled	37	22645	4150	457710
acos	924	decimal-scaled	152	117184	55644	11344698
acos	924	g_math	17	550307	3200	16609128
acos	924	g_math	28	551040	2906	12561429
acos	924	g_math	37	546896	2829	14281874
acos	924	g_math	152	550441	2934	9559773
acos	1232	decimal-scaled	17	14050	3425	128980
acos	1232	decimal-scaled	28	19019	4607	9039176
acos	1232	decimal-scaled	37	19929	4847	12039456
acos	1232	decimal-scaled	152	106792	49282	16124293
acos	1232	g_math	17	1007354	5688	14108622
acos	1232	g_math	28	1026537	5809	10080766
acos	1232	g_math	37	1001960	5779	13132786
acos	1232	g_math	152	1011695	5838	9992748
acosh	18	decimal-scaled	17	3455	100	23856
acosh	18	g_math	17	260924	681	517452
acosh	38	decimal-scaled	17	11197	80	23215
acosh	38	decimal-scaled	28	13746	110	25568
acosh	38	decimal-scaled	37	4717	80	54532
acosh	38	g_math	17	262822	701	528939
acosh	38	g_math	28	272092	711	638024
acosh	38	g_math	37	262412	751	509029
acosh	57	decimal-scaled	17	45407	2874	61711
acosh	57	decimal-scaled	28	57129	3264	75211
acosh	57	decimal-scaled	37	62482	2914	84274
acosh	57	g_math	17	262656	751	525173
acosh	57	g_math	28	262277	731	514490
acosh	57	g_math	37	261742	1643	529131
acosh	76	decimal-scaled	17	41934	2806	55474
acosh	76	decimal-scaled	28	54066	2535	86012
acosh	76	decimal-scaled	37	59061	2625	82194
acosh	76	g_math	17	256460	681	522908
acosh	76	g_math	28	255854	681	514473
acosh	76	g_math	37	257392	651	505656
acosh	115	decimal-scaled	17	74148	5090	9097100
acosh	115	decimal-scaled	28	125810	8817	6148877
acosh	115	decimal-scaled	37	151117	7063	15166735
acosh	115	g_math	17	536496	1333	11753425
acosh	115	g_math	28	539336	1162	9407720
acosh	115	g_math	37	514024	1182	17404154
acosh	153	decimal-scaled	17	69504	4697	9089929
acosh	153	decimal-scaled	28	125694	6660	12934244
acosh	153	decimal-scaled	37	152139	6460	20177467
acosh	153	decimal-scaled	152	306442	8463	10330626
acosh	153	g_math	17	541885	851	12970610
acosh	153	g_math	28	545740	1202	12989731
acosh	153	g_math	37	555560	1091	9774917
acosh	153	g_math	152	547078	1152	9427700
acosh	230	decimal-scaled	17	56390	4161	6064117
acosh	230	decimal-scaled	28	107752	4760	12121339
acosh	230	decimal-scaled	37	116025	5147	12134409
acosh	230	decimal-scaled	152	567986	8290	12667958
acosh	230	g_math	17	244962	1221	9455064
acosh	230	g_math	28	250792	766	12513889
acosh	230	g_math	37	250998	799	15342479
acosh	230	g_math	152	262806	723	11177935
acosh	307	decimal-scaled	17	70772	5238	4968284
acosh	307	decimal-scaled	28	124568	6871	12143592
acosh	307	decimal-scaled	37	150877	7231	12171479
acosh	307	decimal-scaled	152	834670	11448	15827471
acosh	307	g_math	17	558350	1032	12385817
acosh	307	g_math	28	554810	1082	9735204
acosh	307	g_math	37	551039	1142	12397481
acosh	307	g_math	152	539236	1052	12791734
acosh	462	decimal-scaled	17	69500	5017	5088542
acosh	462	decimal-scaled	28	125384	6400	15133332
acosh	462	decimal-scaled	37	152144	6380	12173940
acosh	462	decimal-scaled	152	832484	11618	17657262
acosh	462	g_math	17	552532	1001	11801464
acosh	462	g_math	28	569507	1092	14345693
acosh	462	g_math	37	562698	1011	10531460
acosh	462	g_math	152	561175	972	11777475
acosh	616	decimal-scaled	17	69601	4699	14088003
acosh	616	decimal-scaled	28	125546	6913	12147300
acosh	616	decimal-scaled	37	150793	6242	13165227
acosh	616	decimal-scaled	152	772647	12102	6803952
acosh	616	g_math	17	524806	1183	15382463
acosh	616	g_math	28	547600	1192	9404892
acosh	616	g_math	37	521851	1312	15373499
acosh	616	g_math	152	556386	1132	7726312
acosh	924	decimal-scaled	17	73969	4404	3090942
acosh	924	decimal-scaled	28	130066	19213	15145322
acosh	924	decimal-scaled	37	157860	12449	15174918
acosh	924	decimal-scaled	152	833644	21663	10450292
acosh	924	g_math	17	308089	836	13283069
acosh	924	g_math	28	305305	1082	15372270
acosh	924	g_math	37	312012	1701	12283184
acosh	924	g_math	152	305042	1108	15262053
acosh	1232	decimal-scaled	17	64710	4907	9087458
acosh	1232	decimal-scaled	28	117188	7341	17133739
acosh	1232	decimal-scaled	37	141358	7391	15174774
acosh	1232	decimal-scaled	152	812277	11507	15549185
acosh	1232	g_math	17	548588	941	20287732
acosh	1232	g_math	28	546706	991	15360088
acosh	1232	g_math	37	560175	1022	12366767
acosh	1232	g_math	152	552950	1071	6987782
add	18	decimal-rs	17	60	40	301
add	18	decimal-scaled	17	50	40	80
add	18	fastnum	17	70	60	450
add	18	g_math	17	390	330	1242
add	18	rust_decimal	17	60	50	731
add	38	decimal-rs	17	56	40	421
add	38	decimal-rs	28	65	40	270
add	38	decimal-rs	37	60	40	240
add	38	decimal-scaled	17	50	40	60
add	38	decimal-scaled	28	50	40	51
add	38	decimal-scaled	37	50	40	51
add	38	fastnum	17	70	50	250
add	38	fastnum	28	70	50	241
add	38	fastnum	37	70	50	220
add	38	g_math	17	385	320	861
add	38	g_math	28	380	331	1172
add	38	g_math	37	380	320	1032
add	38	rust_decimal	17	60	50	681
add	38	rust_decimal	28	60	40	671
add	38	rust_decimal	37	60	40	891
add	57	decimal-rs	17	50	40	350
add	57	decimal-rs	28	56	40	301
add	57	decimal-rs	37	60	40	161
add	57	decimal-scaled	17	50	40	60
add	57	decimal-scaled	28	50	40	60
add	57	decimal-scaled	37	50	40	61
add	57	fastnum	17	70	50	281
add	57	fastnum	28	70	51	401
add	57	fastnum	37	70	60	560
add	57	g_math	17	391	330	942
add	57	g_math	28	371	330	871
add	57	g_math	37	376	320	962
add	57	rust_decimal	17	60	50	411
add	57	rust_decimal	28	60	50	591
add	57	rust_decimal	37	60	40	551
add	76	decimal-rs	17	60	40	220
add	76	decimal-rs	28	56	40	221
add	76	decimal-rs	37	60	40	211
add	76	decimal-scaled	17	40	40	70
add	76	decimal-scaled	28	40	40	50
add	76	decimal-scaled	37	40	40	61
add	76	fastnum	17	70	49	200
add	76	fastnum	28	70	50	300
add	76	fastnum	37	61	50	191
add	76	g_math	17	360	320	831
add	76	g_math	28	356	320	822
add	76	g_math	37	351	320	812
add	76	rust_decimal	17	50	40	581
add	76	rust_decimal	28	50	40	581
add	76	rust_decimal	37	50	40	581
add	115	decimal-rs	17	70	40	541
add	115	decimal-rs	28	61	40	341
add	115	decimal-rs	37	70	40	661
add	115	decimal-scaled	17	60	49	150
add	115	decimal-scaled	28	60	49	140
add	115	decimal-scaled	37	60	50	131
add	115	fastnum	17	120	60	401
add	115	fastnum	28	120	60	541
add	115	fastnum	37	121	50	361
add	115	g_math	17	571	461	1523
add	115	g_math	28	576	481	1562
add	115	g_math	37	572	501	1653
add	115	rust_decimal	17	80	40	862
add	115	rust_decimal	28	80	49	3446
add	115	rust_decimal	37	70	40	521
add	153	decimal-rs	17	60	40	401
add	153	decimal-rs	28	70	40	441
add	153	decimal-rs	37	70	40	491
add	153	decimal-rs	152	70	40	271
add	153	decimal-scaled	17	60	50	160
add	153	decimal-scaled	28	60	50	120
add	153	decimal-scaled	37	60	50	131
add	153	decimal-scaled	152	66	50	140
add	153	fastnum	17	100	70	310
add	153	fastnum	28	90	70	501
add	153	fastnum	37	90	70	691
add	153	fastnum	152	100	70	441
add	153	g_math	17	521	450	1563
add	153	g_math	28	531	461	1572
add	153	g_math	37	540	451	1632
add	153	g_math	152	541	431	1642
add	153	rust_decimal	17	71	40	631
add	153	rust_decimal	28	75	50	631
add	153	rust_decimal	37	80	50	551
add	153	rust_decimal	152	80	50	831
add	230	decimal-rs	17	47	37	382
add	230	decimal-rs	28	74	38	358
add	230	decimal-rs	37	52	37	333
add	230	decimal-rs	152	68	36	513
add	230	decimal-scaled	17	68	45	253
add	230	decimal-scaled	28	67	60	255
add	230	decimal-scaled	37	69	57	235
add	230	decimal-scaled	152	68	55	228
add	230	fastnum	17	90	55	501
add	230	fastnum	28	88	51	1867
add	230	fastnum	37	87	50	900
add	230	fastnum	152	88	49	713
add	230	g_math	17	406	332	1654
add	230	g_math	28	455	388	1390
add	230	g_math	37	408	318	2551
add	230	g_math	152	454	380	2163
add	230	rust_decimal	17	63	41	625
add	230	rust_decimal	28	69	33	958
add	230	rust_decimal	37	78	41	769
add	230	rust_decimal	152	66	46	748
add	307	decimal-rs	17	61	40	291
add	307	decimal-rs	28	70	40	470
add	307	decimal-rs	37	60	40	481
add	307	decimal-rs	152	70	40	311
add	307	decimal-scaled	17	91	80	291
add	307	decimal-scaled	28	91	80	300
add	307	decimal-scaled	37	91	80	290
add	307	decimal-scaled	152	100	90	220
add	307	fastnum	17	100	70	531
add	307	fastnum	28	91	70	521
add	307	fastnum	37	90	70	961
add	307	fastnum	152	100	70	731
add	307	g_math	17	536	441	1362
add	307	g_math	28	531	461	1842
add	307	g_math	37	540	450	1592
add	307	g_math	152	556	450	1542
add	307	rust_decimal	17	80	60	2454
add	307	rust_decimal	28	80	50	661
add	307	rust_decimal	37	70	50	561
add	307	rust_decimal	152	70	60	831
add	462	decimal-rs	17	70	40	270
add	462	decimal-rs	28	70	40	551
add	462	decimal-rs	37	70	40	320
add	462	decimal-rs	152	70	40	460
add	462	decimal-scaled	17	110	90	311
add	462	decimal-scaled	28	110	70	271
add	462	decimal-scaled	37	110	91	220
add	462	decimal-scaled	152	110	90	360
add	462	fastnum	17	100	70	501
add	462	fastnum	28	91	70	481
add	462	fastnum	37	100	70	511
add	462	fastnum	152	100	70	521
add	462	g_math	17	531	471	1763
add	462	g_math	28	540	451	1522
add	462	g_math	37	561	470	1742
add	462	g_math	152	565	461	1312
add	462	rust_decimal	17	75	50	600
add	462	rust_decimal	28	80	50	501
add	462	rust_decimal	37	76	50	601
add	462	rust_decimal	152	80	50	731
add	616	decimal-rs	17	60	40	311
add	616	decimal-rs	28	65	40	310
add	616	decimal-rs	37	70	40	401
add	616	decimal-rs	152	75	40	632
add	616	decimal-scaled	17	140	100	290
add	616	decimal-scaled	28	141	110	300
add	616	decimal-scaled	37	140	100	350
add	616	decimal-scaled	152	140	110	331
add	616	fastnum	17	120	80	591
add	616	fastnum	28	101	60	891
add	616	fastnum	37	101	50	531
add	616	fastnum	152	101	70	541
add	616	g_math	17	551	481	1202
add	616	g_math	28	586	441	1553
add	616	g_math	37	591	491	23564
add	616	g_math	152	570	492	5680
add	616	rust_decimal	17	80	50	861
add	616	rust_decimal	28	80	40	782
add	616	rust_decimal	37	86	40	571
add	616	rust_decimal	152	84	49	671
add	924	decimal-rs	17	84	46	384
add	924	decimal-rs	28	70	44	317
add	924	decimal-rs	37	75	48	348
add	924	decimal-rs	152	74	41	310
add	924	decimal-scaled	17	196	124	306
add	924	decimal-scaled	28	212	187	292
add	924	decimal-scaled	37	211	143	388
add	924	decimal-scaled	152	196	129	304
add	924	fastnum	17	101	60	530
add	924	fastnum	28	99	55	592
add	924	fastnum	37	100	68	495
add	924	fastnum	152	98	67	387
add	924	g_math	17	531	409	1288
add	924	g_math	28	536	416	1582
add	924	g_math	37	527	405	1857
add	924	g_math	152	534	412	1602
add	924	rust_decimal	17	80	49	665
add	924	rust_decimal	28	78	47	663
add	924	rust_decimal	37	76	57	603
add	924	rust_decimal	152	76	51	698
add	1232	decimal-rs	17	70	40	300
add	1232	decimal-rs	28	70	50	271
add	1232	decimal-rs	37	70	40	301
add	1232	decimal-rs	152	70	40	310
add	1232	decimal-scaled	17	241	190	410
add	1232	decimal-scaled	28	250	181	511
add	1232	decimal-scaled	37	241	190	480
add	1232	decimal-scaled	152	240	161	621
add	1232	fastnum	17	100	70	631
add	1232	fastnum	28	100	70	511
add	1232	fastnum	37	100	60	601
add	1232	fastnum	152	100	80	641
add	1232	g_math	17	546	430	1542
add	1232	g_math	28	556	440	1662
add	1232	g_math	37	541	460	1712
add	1232	g_math	152	536	421	1452
add	1232	rust_decimal	17	75	50	581
add	1232	rust_decimal	28	70	40	731
add	1232	rust_decimal	37	80	50	611
add	1232	rust_decimal	152	70	50	701
asin	18	decimal-scaled	17	4897	151	54322
asin	18	g_math	17	467612	231	612165
asin	38	decimal-scaled	17	4897	141	53561
asin	38	decimal-scaled	28	6029	140	65018
asin	38	decimal-scaled	37	6840	190	69205
asin	38	g_math	17	468042	250	885708
asin	38	g_math	28	467726	270	663563
asin	38	g_math	37	467516	250	684374
asin	57	decimal-scaled	17	9304	731	67830
asin	57	decimal-scaled	28	12479	931	42803
asin	57	decimal-scaled	37	13364	901	44806
asin	57	g_math	17	468850	271	654554
asin	57	g_math	28	468151	261	649400
asin	57	g_math	37	468977	270	607857
asin	76	decimal-scaled	17	8746	631	61385
asin	76	decimal-scaled	28	11552	862	39304
asin	76	decimal-scaled	37	12433	901	41297
asin	76	g_math	17	462280	260	706713
asin	76	g_math	28	463392	280	1027964
asin	76	g_math	37	462095	250	613428
asin	115	decimal-scaled	17	16170	1142	1368815
asin	115	decimal-scaled	28	21009	1643	6045191
asin	115	decimal-scaled	37	22051	1633	8040065
asin	115	g_math	17	958198	300	9679905
asin	115	g_math	28	957166	311	13468085
asin	115	g_math	37	931714	320	14529676
asin	153	decimal-scaled	17	15193	1141	353943
asin	153	decimal-scaled	28	19939	1322	11037842
asin	153	decimal-scaled	37	21612	1492	8502764
asin	153	decimal-scaled	152	113020	2844	6141941
asin	153	g_math	17	1002703	401	16466852
asin	153	g_math	28	984740	321	12457350
asin	153	g_math	37	979960	391	14459557
asin	153	g_math	152	1018299	350	10977024
asin	230	decimal-scaled	17	14839	1222	158169
asin	230	decimal-scaled	28	17081	1355	4364252
asin	230	decimal-scaled	37	18066	1309	9032916
asin	230	decimal-scaled	152	86339	2232	12096778
asin	230	g_math	17	431587	282	12552974
asin	230	g_math	28	430176	264	12535185
asin	230	g_math	37	459412	259	14490266
asin	230	g_math	152	462798	265	12509224
asin	307	decimal-scaled	17	14703	1162	1634489
asin	307	decimal-scaled	28	20381	1532	8039801
asin	307	decimal-scaled	37	21678	1422	10041504
asin	307	decimal-scaled	152	112850	2905	14126212
asin	307	g_math	17	985567	320	15961654
asin	307	g_math	28	1015152	410	9845380
asin	307	g_math	37	1013825	321	11990789
asin	307	g_math	152	1020550	330	9735966
asin	462	decimal-scaled	17	14481	1272	3216994
asin	462	decimal-scaled	28	20001	1683	11037343
asin	462	decimal-scaled	37	21066	1492	11384815
asin	462	decimal-scaled	152	112800	3024	12138059
asin	462	g_math	17	1000282	321	15997794
asin	462	g_math	28	1017978	330	9933159
asin	462	g_math	37	1021668	330	8523195
asin	462	g_math	152	1020286	300	15722145
asin	616	decimal-scaled	17	15138	1432	244660
asin	616	decimal-scaled	28	19938	1753	83818
asin	616	decimal-scaled	37	21255	1814	12038248
asin	616	decimal-scaled	152	108068	3326	12137720
asin	616	g_math	17	892022	340	15918200
asin	616	g_math	28	936176	300	9929388
asin	616	g_math	37	957810	310	9962350
asin	616	g_math	152	957485	350	10051697
asin	924	decimal-scaled	17	16406	1596	5477404
asin	924	decimal-scaled	28	21093	1813	10075291
asin	924	decimal-scaled	37	22836	1827	12039489
asin	924	decimal-scaled	152	117444	3701	7122516
asin	924	g_math	17	546373	358	15523732
asin	924	g_math	28	546166	369	15629891
asin	924	g_math	37	544818	360	20239408
asin	924	g_math	152	546670	371	11252172
asin	1232	decimal-scaled	17	14542	1783	349135
asin	1232	decimal-scaled	28	19198	1983	6036752
asin	1232	decimal-scaled	37	19929	2053	10035894
asin	1232	decimal-scaled	152	107503	3465	12136708
asin	1232	g_math	17	1022001	380	8626521
asin	1232	g_math	28	977956	310	13135510
asin	1232	g_math	37	1015240	330	10145965
asin	1232	g_math	152	1014158	311	9730672
asinh	18	decimal-scaled	17	3830	50	17786
asinh	18	g_math	17	313113	157608	543291
asinh	38	decimal-scaled	17	4797	80	49134
asinh	38	decimal-scaled	28	6069	70	72169
asinh	38	decimal-scaled	37	5278	70	42734
asinh	38	g_math	17	313463	157578	546014
asinh	38	g_math	28	315166	165150	1027633
asinh	38	g_math	37	314946	157829	514818
asinh	57	decimal-scaled	17	9203	110	34000
asinh	57	decimal-scaled	28	13660	150	49423
asinh	57	decimal-scaled	37	11948	130	37706
asinh	57	g_math	17	315024	157722	510221
asinh	57	g_math	28	316528	157883	527689
asinh	57	g_math	37	314765	160327	528782
asinh	76	decimal-scaled	17	8015	141	30327
asinh	76	decimal-scaled	28	12303	120	44984
asinh	76	decimal-scaled	37	12744	120	33202
asinh	76	g_math	17	315530	143899	543928
asinh	76	g_math	28	318787	152084	513221
asinh	76	g_math	37	309009	144030	515646
asinh	115	decimal-scaled	17	23284	281	1132242
asinh	115	decimal-scaled	28	25167	240	5051859
asinh	115	decimal-scaled	37	28263	230	9053737
asinh	115	g_math	17	650083	198009	9725050
asinh	115	g_math	28	657066	197709	13875031
asinh	115	g_math	37	643040	296433	12958919
asinh	153	decimal-scaled	17	22408	280	6242618
asinh	153	decimal-scaled	28	24021	260	6335820
asinh	153	decimal-scaled	37	27236	261	9376127
asinh	153	decimal-scaled	152	84908	211	7310022
asinh	153	g_math	17	693713	246150	12898661
asinh	153	g_math	28	676858	218618	12879465
asinh	153	g_math	37	697107	240582	15599898
asinh	153	g_math	152	693174	242525	12864957
asinh	230	decimal-scaled	17	21821	383	1613885
asinh	230	decimal-scaled	28	20139	326	8031708
asinh	230	decimal-scaled	37	23219	261	9893110
asinh	230	decimal-scaled	152	96673	329	9648853
asinh	230	g_math	17	317470	123654	12500441
asinh	230	g_math	28	305096	100814	9409338
asinh	230	g_math	37	312541	112575	9542645
asinh	230	g_math	152	303685	104093	12482963
asinh	307	decimal-scaled	17	41898	431	3062287
asinh	307	decimal-scaled	28	24823	370	8085560
asinh	307	decimal-scaled	37	27852	401	11102120
asinh	307	decimal-scaled	152	137356	361	15222440
asinh	307	g_math	17	671640	240762	12882303
asinh	307	g_math	28	702196	264048	9865360
asinh	307	g_math	37	682487	325900	9821125
asinh	307	g_math	152	680203	258449	10842261
asinh	462	decimal-scaled	17	41352	621	6032633
asinh	462	decimal-scaled	28	25098	701	12083319
asinh	462	decimal-scaled	37	27702	611	12076924
asinh	462	decimal-scaled	152	137177	551	12213834
asinh	462	g_math	17	687686	222535	10452182
asinh	462	g_math	28	686564	267914	7784012
asinh	462	g_math	37	678151	239030	9888582
asinh	462	g_math	152	715387	248515	12890241
asinh	616	decimal-scaled	17	73669	691	11091562
asinh	616	decimal-scaled	28	26149	711	12135386
asinh	616	decimal-scaled	37	28634	711	9169847
asinh	616	decimal-scaled	152	142362	691	10088798
asinh	616	g_math	17	654170	283804	9902018
asinh	616	g_math	28	662826	283925	12904833
asinh	616	g_math	37	655212	206388	14759295
asinh	616	g_math	152	633842	296998	10530742
asinh	924	decimal-scaled	17	109674	1028	10125654
asinh	924	decimal-scaled	28	27636	1140	12188176
asinh	924	decimal-scaled	37	29736	1224	12230508
asinh	924	decimal-scaled	152	152069	933	9433995
asinh	924	g_math	17	374028	170729	15478841
asinh	924	g_math	28	382051	121291	12470291
asinh	924	g_math	37	374679	119172	17470711
asinh	924	g_math	152	371381	120392	15461776
asinh	1232	decimal-scaled	17	143707	1453	4209442
asinh	1232	decimal-scaled	28	26934	1382	15178378
asinh	1232	decimal-scaled	37	27710	1352	15298507
asinh	1232	decimal-scaled	152	146075	1382	9572210
asinh	1232	g_math	17	665811	305700	12996660
asinh	1232	g_math	28	668905	253754	12892432
asinh	1232	g_math	37	675445	217100	8802316
asinh	1232	g_math	152	689265	219443	9816979
atan	18	decimal-scaled	17	3996	40	11678
atan	18	g_math	17	223247	211	870835
atan	38	decimal-scaled	17	1502	50	21522
atan	38	decimal-scaled	28	5334	60	15634
atan	38	decimal-scaled	37	5788	61	74663
atan	38	g_math	17	245391	200	584613
atan	38	g_math	28	223368	221	541708
atan	38	g_math	37	245651	211	608369
atan	57	decimal-scaled	17	1853	761	19719
atan	57	decimal-scaled	28	9183	1002	23915
atan	57	decimal-scaled	37	9534	1031	44956
atan	57	g_math	17	224320	210	534727
atan	57	g_math	28	223099	210	527349
atan	57	g_math	37	222929	200	566536
atan	76	decimal-scaled	17	1613	782	33533
atan	76	decimal-scaled	28	7735	872	21441
atan	76	decimal-scaled	37	7048	871	41728
atan	76	g_math	17	236233	210	525754
atan	76	g_math	28	239579	210	534351
atan	76	g_math	37	241623	211	580496
atan	115	decimal-scaled	17	4689	1253	38472
atan	115	decimal-scaled	28	12934	1674	2814953
atan	115	decimal-scaled	37	8235	1714	6953527
atan	115	g_math	17	491147	251	15944256
atan	115	g_math	28	491638	271	12944511
atan	115	g_math	37	490175	291	12967441
atan	153	decimal-scaled	17	4346	1252	331229
atan	153	decimal-scaled	28	11723	1482	4053246
atan	153	decimal-scaled	37	7401	1452	188363
atan	153	decimal-scaled	152	101523	47202	7109700
atan	153	g_math	17	484318	300	20142649
atan	153	g_math	28	485260	291	12879254
atan	153	g_math	37	482843	270	13060472
atan	153	g_math	152	485331	240	10497638
atan	230	decimal-scaled	17	4119	1010	36286
atan	230	decimal-scaled	28	5698	1152	2885292
atan	230	decimal-scaled	37	6861	1886	185516
atan	230	decimal-scaled	152	76945	39257	12095900
atan	230	g_math	17	226611	335	12468008
atan	230	g_math	28	242008	223	12564815
atan	230	g_math	37	231768	298	11324210
atan	230	g_math	152	226614	292	15508639
atan	307	decimal-scaled	17	8012	1322	1339555
atan	307	decimal-scaled	28	9815	1462	3089957
atan	307	decimal-scaled	37	9494	1582	4467951
atan	307	decimal-scaled	152	94653	44106	12113633
atan	307	g_math	17	482126	300	15989997
atan	307	g_math	28	481324	341	13042850
atan	307	g_math	37	482215	291	11018796
atan	307	g_math	152	482185	271	15034798
atan	462	decimal-scaled	17	7701	1201	6026063
atan	462	decimal-scaled	28	8603	1483	35604
atan	462	decimal-scaled	37	8373	1572	13532799
atan	462	decimal-scaled	152	93852	43115	12123708
atan	462	g_math	17	485822	260	8995347
atan	462	g_math	28	484239	310	11001157
atan	462	g_math	37	484439	271	14020854
atan	462	g_math	152	483859	300	13051694
atan	616	decimal-scaled	17	11121	1603	9033986
atan	616	decimal-scaled	28	12439	1773	986204
atan	616	decimal-scaled	37	11952	1773	9042958
atan	616	decimal-scaled	152	105318	45987	15163509
atan	616	g_math	17	488879	281	11943467
atan	616	g_math	28	490653	410	9885266
atan	616	g_math	37	490141	271	9248466
atan	616	g_math	152	489179	251	11967808
atan	924	decimal-scaled	17	14338	1762	3025294
atan	924	decimal-scaled	28	14693	1698	169287
atan	924	decimal-scaled	37	14729	1784	12030758
atan	924	decimal-scaled	152	113800	47727	12177342
atan	924	g_math	17	275307	318	9590057
atan	924	g_math	28	273613	321	15559417
atan	924	g_math	37	274438	265	10154922
atan	924	g_math	152	276086	262	12521449
atan	1232	decimal-scaled	17	18252	2163	71535
atan	1232	decimal-scaled	28	18387	1953	11037780
atan	1232	decimal-scaled	37	18568	2144	12035931
atan	1232	decimal-scaled	152	107839	41591	12251648
atan	1232	g_math	17	486366	270	9998823
atan	1232	g_math	28	483563	241	9989015
atan	1232	g_math	37	483682	290	15998325
atan	1232	g_math	152	482200	271	13047138
atan2	18	decimal-scaled	17	3135	762	5689
atan2	18	g_math	17	374656	60281	557642
atan2	38	decimal-scaled	17	4897	671	48783
atan2	38	decimal-scaled	28	5938	681	64668
atan2	38	decimal-scaled	37	7121	681	17997
atan2	38	g_math	17	374295	62324	561318
atan2	38	g_math	28	375668	61594	567457
atan2	38	g_math	37	375788	63055	612866
atan2	57	decimal-scaled	17	9238	1492	58497
atan2	57	decimal-scaled	28	12058	1793	44926
atan2	57	decimal-scaled	37	13379	1773	47811
atan2	57	g_math	17	377797	62902	591522
atan2	57	g_math	28	379010	69272	739662
atan2	57	g_math	37	376977	62412	829324
atan2	76	decimal-scaled	17	8816	2094	54021
atan2	76	decimal-scaled	28	11211	1673	45605
atan2	76	decimal-scaled	37	12363	1653	43221
atan2	76	g_math	17	376765	59471	623637
atan2	76	g_math	28	374672	58479	559498
atan2	76	g_math	37	374491	60343	620722
atan2	115	decimal-scaled	17	16010	2635	123440
atan2	115	decimal-scaled	28	20409	3297	3042288
atan2	115	decimal-scaled	37	22101	3246	8046016
atan2	115	g_math	17	829218	114534	10662650
atan2	115	g_math	28	830300	114574	15993312
atan2	115	g_math	37	828917	114614	14857793
atan2	153	decimal-scaled	17	15068	2474	119049
atan2	153	decimal-scaled	28	19640	2994	9446919
atan2	153	decimal-scaled	37	21422	3035	9604871
atan2	153	decimal-scaled	152	108584	51988	4128606
atan2	153	g_math	17	883328	118748	10077538
atan2	153	g_math	28	884840	118268	9032911
atan2	153	g_math	37	880433	116756	13982788
atan2	153	g_math	152	871862	119620	11947506
