function	width	library	scale	nanos	min	max
powf	924	decimal-scaled	17	190574	1285	7469850
powf	924	decimal-scaled	28	312592	1567	12517676
powf	924	decimal-scaled	37	339898	1583	12586523
powf	924	decimal-scaled	152	655058	1610	15045963
powf	924	fastnum	17	11787633	302	212463425
powf	924	fastnum	28	11763716	216	183563121
powf	924	fastnum	37	11816344	223	185310957
powf	924	fastnum	152	11781224	316	213676117
powf	924	g_math	17	426891	499	12520349
powf	924	g_math	28	427356	506	11558671
powf	924	g_math	37	428597	525	9420294
powf	924	g_math	152	431691	504	9623726
powf	924	rust_decimal	17	16655	45	7031510
powf	924	rust_decimal	28	16731	48	47860
powf	924	rust_decimal	37	16721	40	6106768
powf	924	rust_decimal	152	16708	50	8030932
powf	1232	decimal-rs	17	18382	40	6450704
powf	1232	decimal-rs	28	18272	40	6043543
powf	1232	decimal-rs	37	18467	40	5065391
powf	1232	decimal-rs	152	18417	40	5033565
powf	1232	decimal-scaled	17	242176	1632	6707922
powf	1232	decimal-scaled	28	487072	2023	12796380
powf	1232	decimal-scaled	37	531098	1873	15342201
powf	1232	decimal-scaled	152	1191014	2283	9367329
powf	1232	fastnum	17	12658753	190	214479415
powf	1232	fastnum	28	12710298	190	232254087
powf	1232	fastnum	37	12723588	280	231974084
powf	1232	fastnum	152	13882440	160	210761995
powf	1232	g_math	17	721303	481	9980114
powf	1232	g_math	28	726380	480	8806674
powf	1232	g_math	37	728013	441	9937459
powf	1232	g_math	152	721933	481	13032305
powf	1232	rust_decimal	17	15944	40	2047297
powf	1232	rust_decimal	28	16084	40	6154877
powf	1232	rust_decimal	37	16044	40	3035982
powf	1232	rust_decimal	152	16114	40	7382905
rem	18	decimal-rs	17	50	40	141
rem	18	decimal-scaled	17	50	40	50
rem	18	fastnum	17	200	120	591
rem	18	rust_decimal	17	91	70	200
rem	38	decimal-rs	17	65	40	140
rem	38	decimal-rs	28	60	40	130
rem	38	decimal-rs	37	60	40	141
rem	38	decimal-scaled	17	50	40	70
rem	38	decimal-scaled	28	60	50	71
rem	38	decimal-scaled	37	60	60	80
rem	38	fastnum	17	190	120	611
rem	38	fastnum	28	200	121	590
rem	38	fastnum	37	190	120	601
rem	38	rust_decimal	17	90	60	170
rem	38	rust_decimal	28	90	60	190
rem	38	rust_decimal	37	100	70	180
rem	57	decimal-rs	17	55	30	130
rem	57	decimal-rs	28	60	40	140
rem	57	decimal-rs	37	60	30	130
rem	57	decimal-scaled	17	60	50	120
rem	57	decimal-scaled	28	60	50	140
rem	57	decimal-scaled	37	100	50	120
rem	57	fastnum	17	200	100	691
rem	57	fastnum	28	200	100	501
rem	57	fastnum	37	201	100	561
rem	57	rust_decimal	17	110	60	180
rem	57	rust_decimal	28	110	50	181
rem	57	rust_decimal	37	101	70	181
rem	76	decimal-rs	17	50	30	100
rem	76	decimal-rs	28	40	30	120
rem	76	decimal-rs	37	40	30	110
rem	76	decimal-scaled	17	70	40	130
rem	76	decimal-scaled	28	60	49	140
rem	76	decimal-scaled	37	90	50	120
rem	76	fastnum	17	190	130	410
rem	76	fastnum	28	181	130	421
rem	76	fastnum	37	191	130	401
rem	76	rust_decimal	17	80	50	270
rem	76	rust_decimal	28	81	51	271
rem	76	rust_decimal	37	80	60	291
rem	115	decimal-rs	17	80	30	360
rem	115	decimal-rs	28	80	30	371
rem	115	decimal-rs	37	80	31	411
rem	115	decimal-scaled	17	160	60	231
rem	115	decimal-scaled	28	160	70	261
rem	115	decimal-scaled	37	190	70	241
rem	115	fastnum	17	311	150	922
rem	115	fastnum	28	301	130	922
rem	115	fastnum	37	310	130	1082
rem	115	rust_decimal	17	130	60	361
rem	115	rust_decimal	28	130	60	371
rem	115	rust_decimal	37	130	50	341
rem	153	decimal-rs	17	86	40	350
rem	153	decimal-rs	28	76	30	371
rem	153	decimal-rs	37	70	30	340
rem	153	decimal-rs	152	76	40	340
rem	153	decimal-scaled	17	190	70	271
rem	153	decimal-scaled	28	181	70	270
rem	153	decimal-scaled	37	180	70	281
rem	153	decimal-scaled	152	211	60	361
rem	153	fastnum	17	260	130	932
rem	153	fastnum	28	270	130	842
rem	153	fastnum	37	250	130	952
rem	153	fastnum	152	271	130	911
rem	153	rust_decimal	17	131	70	431
rem	153	rust_decimal	28	120	50	371
rem	153	rust_decimal	37	130	50	421
rem	153	rust_decimal	152	111	50	441
rem	230	decimal-rs	17	68	27	308
rem	230	decimal-rs	28	73	43	896
rem	230	decimal-rs	37	71	49	222
rem	230	decimal-rs	152	80	28	435
rem	230	decimal-scaled	17	229	89	424
rem	230	decimal-scaled	28	213	84	495
rem	230	decimal-scaled	37	214	97	359
rem	230	decimal-scaled	152	282	115	461
rem	230	fastnum	17	254	109	1543
rem	230	fastnum	28	241	132	1988
rem	230	fastnum	37	234	110	792
rem	230	fastnum	152	244	108	826
rem	230	rust_decimal	17	121	36	658
rem	230	rust_decimal	28	108	52	497
rem	230	rust_decimal	37	132	63	661
rem	230	rust_decimal	152	142	89	410
rem	307	decimal-rs	17	70	30	491
rem	307	decimal-rs	28	70	30	371
rem	307	decimal-rs	37	76	50	371
rem	307	decimal-rs	152	70	30	351
rem	307	decimal-scaled	17	280	110	411
rem	307	decimal-scaled	28	256	130	430
rem	307	decimal-scaled	37	270	100	451
rem	307	decimal-scaled	152	330	120	541
rem	307	fastnum	17	270	130	922
rem	307	fastnum	28	271	130	2584
rem	307	fastnum	37	280	130	1002
rem	307	fastnum	152	250	130	2684
rem	307	rust_decimal	17	130	50	361
rem	307	rust_decimal	28	120	60	340
rem	307	rust_decimal	37	120	60	390
rem	307	rust_decimal	152	130	70	411
rem	462	decimal-rs	17	70	40	500
rem	462	decimal-rs	28	70	30	361
rem	462	decimal-rs	37	70	40	360
rem	462	decimal-rs	152	70	30	350
rem	462	decimal-scaled	17	370	170	531
rem	462	decimal-scaled	28	341	160	581
rem	462	decimal-scaled	37	340	150	731
rem	462	decimal-scaled	152	411	180	16575
rem	462	fastnum	17	251	120	1021
rem	462	fastnum	28	281	120	1052
rem	462	fastnum	37	281	130	871
rem	462	fastnum	152	300	130	2544
rem	462	rust_decimal	17	150	60	411
rem	462	rust_decimal	28	140	60	430
rem	462	rust_decimal	37	131	60	391
rem	462	rust_decimal	152	130	70	371
rem	616	decimal-rs	17	80	30	320
rem	616	decimal-rs	28	80	30	351
rem	616	decimal-rs	37	90	30	341
rem	616	decimal-rs	152	80	30	351
rem	616	decimal-scaled	17	470	200	922
rem	616	decimal-scaled	28	420	210	751
rem	616	decimal-scaled	37	431	200	22372
rem	616	decimal-scaled	152	531	210	1222
rem	616	fastnum	17	281	140	972
rem	616	fastnum	28	281	130	1032
rem	616	fastnum	37	310	140	1062
rem	616	fastnum	152	301	140	981
rem	616	rust_decimal	17	130	60	391
rem	616	rust_decimal	28	131	70	401
rem	616	rust_decimal	37	130	70	401
rem	616	rust_decimal	152	130	60	411
rem	924	decimal-rs	17	98	25	374
rem	924	decimal-rs	28	88	25	501
rem	924	decimal-rs	37	98	28	429
rem	924	decimal-rs	152	88	63	234
rem	924	decimal-scaled	17	663	260	939
rem	924	decimal-scaled	28	563	294	1126
rem	924	decimal-scaled	37	588	234	1183
rem	924	decimal-scaled	152	701	221	1710
rem	924	fastnum	17	271	127	1008
rem	924	fastnum	28	265	127	862
rem	924	fastnum	37	263	151	800
rem	924	fastnum	152	300	148	950
rem	924	rust_decimal	17	120	38	480
rem	924	rust_decimal	28	125	36	501
rem	924	rust_decimal	37	129	39	453
rem	924	rust_decimal	152	139	37	535
rem	1232	decimal-rs	17	70	30	301
rem	1232	decimal-rs	28	70	30	360
rem	1232	decimal-rs	37	70	50	380
rem	1232	decimal-rs	152	70	40	371
rem	1232	decimal-scaled	17	711	280	1402
rem	1232	decimal-scaled	28	606	290	1302
rem	1232	decimal-scaled	37	641	331	1683
rem	1232	decimal-scaled	152	756	340	2444
rem	1232	fastnum	17	260	130	1012
rem	1232	fastnum	28	271	130	901
rem	1232	fastnum	37	280	130	992
rem	1232	fastnum	152	281	130	952
rem	1232	rust_decimal	17	120	50	400
rem	1232	rust_decimal	28	140	70	350
rem	1232	rust_decimal	37	120	60	430
rem	1232	rust_decimal	152	130	60	541
sin	18	decimal-scaled	17	3626	40	25799
sin	18	fastnum	17	422158	90	17311843
sin	18	g_math	17	205050	280	293533
sin	18	rust_decimal	17	3305	50	15513
sin	38	decimal-scaled	17	3685	50	26090
sin	38	decimal-scaled	28	4296	60	33671
sin	38	decimal-scaled	37	4827	70	44948
sin	38	fastnum	17	424126	90	17161958
sin	38	fastnum	28	420926	101	17196559
sin	38	fastnum	37	420370	101	17194176
sin	38	g_math	17	205040	290	370690
sin	38	g_math	28	205571	210	510621
sin	38	g_math	37	205710	220	282187
sin	38	rust_decimal	17	3305	30	13100
sin	38	rust_decimal	28	3295	50	21643
sin	38	rust_decimal	37	3320	40	19289
sin	57	decimal-scaled	17	4747	80	32108
sin	57	decimal-scaled	28	6039	60	22563
sin	57	decimal-scaled	37	6895	70	26949
sin	57	fastnum	17	420234	90	17157514
sin	57	fastnum	28	417487	90	17139456
sin	57	fastnum	37	419414	50	17148282
sin	57	g_math	17	204581	211	308664
sin	57	g_math	28	205834	200	303619
sin	57	g_math	37	204953	221	272262
sin	57	rust_decimal	17	3300	40	14592
sin	57	rust_decimal	28	3294	30	12839
sin	57	rust_decimal	37	3305	40	12508
sin	76	decimal-scaled	17	4428	61	30076
sin	76	decimal-scaled	28	5560	70	20598
sin	76	decimal-scaled	37	6342	70	25207
sin	76	fastnum	17	385111	100	15549840
sin	76	fastnum	28	384755	80	15675500
sin	76	fastnum	37	383788	80	15617135
sin	76	g_math	17	218148	231	304039
sin	76	g_math	28	217917	220	299300
sin	76	g_math	37	218849	210	297247
sin	76	rust_decimal	17	3166	40	13715
sin	76	rust_decimal	28	3166	40	13825
sin	76	rust_decimal	37	3162	40	11201
sin	115	decimal-scaled	17	8260	111	67876
sin	115	decimal-scaled	28	10078	110	5891456
sin	115	decimal-scaled	37	11326	100	106990
sin	115	fastnum	17	547702	110	65021579
sin	115	fastnum	28	532354	100	49036382
sin	115	fastnum	37	536296	110	55239022
sin	115	g_math	17	420925	281	15505668
sin	115	g_math	28	423160	270	6514470
sin	115	g_math	37	422428	301	8442005
sin	115	rust_decimal	17	4288	90	1875230
sin	115	rust_decimal	28	4298	60	35606
sin	115	rust_decimal	37	4298	60	1891480
sin	153	decimal-scaled	17	7742	250	65769
sin	153	decimal-scaled	28	9354	100	8031240
sin	153	decimal-scaled	37	10956	110	1570792
sin	153	decimal-scaled	152	62880	80	9062114
sin	153	fastnum	17	586573	100	54223541
sin	153	fastnum	28	598330	70	63111512
sin	153	fastnum	37	609862	81	43697907
sin	153	fastnum	152	589564	90	64103565
sin	153	g_math	17	415615	291	15391635
sin	153	g_math	28	418128	401	9492463
sin	153	g_math	37	414811	251	12531239
sin	153	g_math	152	416287	280	11485991
sin	153	rust_decimal	17	4612	50	18437
sin	153	rust_decimal	28	4627	50	2018705
sin	153	rust_decimal	37	4637	40	2233105
sin	153	rust_decimal	152	4607	50	388646
sin	230	decimal-scaled	17	6271	144	57447
sin	230	decimal-scaled	28	8043	131	27359
sin	230	decimal-scaled	37	9400	134	98206
sin	230	decimal-scaled	152	44726	195	12059615
sin	230	fastnum	17	476866	166	47754697
sin	230	fastnum	28	457168	220	40537486
sin	230	fastnum	37	449697	248	45583462
sin	230	fastnum	152	455359	107	39705295
sin	230	g_math	17	221291	251	12273993
sin	230	g_math	28	219072	247	14139429
sin	230	g_math	37	230765	310	12314041
sin	230	g_math	152	220272	236	12282852
sin	230	rust_decimal	17	4088	52	2095096
sin	230	rust_decimal	28	4144	66	2009756
sin	230	rust_decimal	37	4009	74	16316
sin	230	rust_decimal	152	4002	68	579568
sin	307	decimal-scaled	17	7517	181	2025597
sin	307	decimal-scaled	28	9715	181	3707496
sin	307	decimal-scaled	37	10926	181	9847313
sin	307	decimal-scaled	152	51568	170	12069818
sin	307	fastnum	17	581224	70	62869444
sin	307	fastnum	28	587448	90	42163856
sin	307	fastnum	37	592010	130	68965388
sin	307	fastnum	152	591039	121	63175602
sin	307	g_math	17	413733	291	15453700
sin	307	g_math	28	413151	270	10532083
sin	307	g_math	37	413953	280	12531792
sin	307	g_math	152	413282	261	15502441
sin	307	rust_decimal	17	4607	50	2643796
sin	307	rust_decimal	28	4647	40	119080
sin	307	rust_decimal	37	4597	40	2802896
sin	307	rust_decimal	152	4622	60	2020770
sin	462	decimal-scaled	17	5077	220	18758
sin	462	decimal-scaled	28	6821	251	40280
sin	462	decimal-scaled	37	8303	240	2612665
sin	462	decimal-scaled	152	52825	290	12066162
sin	462	fastnum	17	581510	90	65962005
sin	462	fastnum	28	590640	80	59999755
sin	462	fastnum	37	569588	90	63040559
sin	462	fastnum	152	627064	80	62950657
sin	462	g_math	17	414204	301	12534587
sin	462	g_math	28	417629	290	12505773
sin	462	g_math	37	419401	320	12447966
sin	462	g_math	152	414954	281	12447284
sin	462	rust_decimal	17	4592	50	19710
sin	462	rust_decimal	28	4617	50	29094
sin	462	rust_decimal	37	4622	60	15393
sin	462	rust_decimal	152	4617	50	32098
sin	616	decimal-scaled	17	7890	290	122860
sin	616	decimal-scaled	28	9603	380	10030239
sin	616	decimal-scaled	37	10930	310	5460968
sin	616	decimal-scaled	152	57598	311	12085872
sin	616	fastnum	17	532762	90	55114698
sin	616	fastnum	28	541263	230	53061475
sin	616	fastnum	37	548857	120	60970505
sin	616	fastnum	152	553310	150	49134173
sin	616	g_math	17	419769	301	9519258
sin	616	g_math	28	420521	271	12514088
sin	616	g_math	37	417935	280	9514456
sin	616	g_math	152	419178	311	12513664
sin	616	rust_decimal	17	4348	50	2028865
sin	616	rust_decimal	28	4368	50	28875
sin	616	rust_decimal	37	4363	50	935218
sin	616	rust_decimal	152	4368	60	31951
sin	924	decimal-scaled	17	8652	448	6023020
sin	924	decimal-scaled	28	10316	553	9021375
sin	924	decimal-scaled	37	11738	507	11015312
sin	924	decimal-scaled	152	62977	538	12078013
sin	924	fastnum	17	549635	171	55141795
sin	924	fastnum	28	523724	172	40221466
sin	924	fastnum	37	527454	125	40089623
sin	924	fastnum	152	538459	126	39160517
sin	924	g_math	17	262462	274	15320237
sin	924	g_math	28	263597	287	15270362
sin	924	g_math	37	262335	382	9325039
sin	924	g_math	152	264167	279	8335125
sin	924	rust_decimal	17	4880	74	32176
sin	924	rust_decimal	28	4862	60	475711
sin	924	rust_decimal	37	4831	62	14050
sin	924	rust_decimal	152	4830	86	380674
sin	1232	decimal-scaled	17	7842	671	158744
sin	1232	decimal-scaled	28	9904	641	12028038
sin	1232	decimal-scaled	37	10986	611	12026067
sin	1232	decimal-scaled	152	57520	641	14081464
sin	1232	fastnum	17	592372	110	63087329
sin	1232	fastnum	28	600204	90	63105595
sin	1232	fastnum	37	568117	100	68975269
sin	1232	fastnum	152	603574	90	73979166
sin	1232	g_math	17	408943	321	9532235
sin	1232	g_math	28	414771	270	7513258
sin	1232	g_math	37	415732	291	6527525
sin	1232	g_math	152	414100	280	9477150
sin	1232	rust_decimal	17	4617	40	2024663
sin	1232	rust_decimal	28	4606	50	2033315
sin	1232	rust_decimal	37	4612	40	2083519
sin	1232	rust_decimal	152	4616	40	2203316
sinh	18	decimal-scaled	17	4321	60	4467
sinh	18	g_math	17	301566	391	454306
sinh	38	decimal-scaled	17	4297	60	41613
sinh	38	decimal-scaled	28	4988	70	36024
sinh	38	decimal-scaled	37	5498	70	38538
sinh	38	g_math	17	302347	381	440085
sinh	38	g_math	28	302737	390	422438
sinh	38	g_math	37	302122	390	409709
sinh	57	decimal-scaled	17	8011	100	123222
sinh	57	decimal-scaled	28	9533	150	41741
sinh	57	decimal-scaled	37	11187	120	45487
sinh	57	g_math	17	301660	380	421791
sinh	57	g_math	28	301861	390	417887
sinh	57	g_math	37	301716	381	413981
sinh	76	decimal-scaled	17	7704	100	114394
sinh	76	decimal-scaled	28	9057	101	44353
sinh	76	decimal-scaled	37	10680	110	55023
sinh	76	g_math	17	290163	391	425506
sinh	76	g_math	28	289953	390	431036
sinh	76	g_math	37	290243	390	502691
sinh	115	decimal-scaled	17	27962	231	6055703
sinh	115	decimal-scaled	28	30177	250	6155768
sinh	115	decimal-scaled	37	33327	270	12055309
sinh	115	g_math	17	575760	450	10807051
sinh	115	g_math	28	575820	451	6810152
sinh	115	g_math	37	574076	451	15579169
sinh	153	decimal-scaled	17	23616	221	2556979
sinh	153	decimal-scaled	28	19259	270	14096222
sinh	153	decimal-scaled	37	19840	200	12637872
sinh	153	decimal-scaled	152	76866	341	7114407
sinh	153	g_math	17	593994	440	9836435
sinh	153	g_math	28	594564	431	12628097
sinh	153	g_math	37	594282	430	12828614
sinh	153	g_math	152	594556	431	12622693
sinh	230	decimal-scaled	17	22702	261	5807578
sinh	230	decimal-scaled	28	14619	391	12525935
sinh	230	decimal-scaled	37	17806	282	12912897
sinh	230	decimal-scaled	152	67336	263	15117358
sinh	230	g_math	17	261080	337	6442915
sinh	230	g_math	28	264360	358	14266690
sinh	230	g_math	37	266114	363	9302639
sinh	230	g_math	152	269398	366	12509147
sinh	307	decimal-scaled	17	43075	431	7830189
sinh	307	decimal-scaled	28	48392	450	13686623
sinh	307	decimal-scaled	37	21032	441	14038428
sinh	307	decimal-scaled	152	152389	19649	13673711
sinh	307	g_math	17	593864	431	19623712
sinh	307	g_math	28	595526	421	9623916
sinh	307	g_math	37	594239	440	9628204
sinh	307	g_math	152	593608	431	12695008
sinh	462	decimal-scaled	17	47151	551	8711767
sinh	462	decimal-scaled	28	49740	701	20031419
sinh	462	decimal-scaled	37	21712	621	15003080
sinh	462	decimal-scaled	152	93040	531	14304012
sinh	462	g_math	17	599824	450	6827352
sinh	462	g_math	28	597985	430	9701250
sinh	462	g_math	37	597019	441	9634028
sinh	462	g_math	152	596809	431	9573005
sinh	616	decimal-scaled	17	77676	712	17378876
sinh	616	decimal-scaled	28	81323	701	35154107
sinh	616	decimal-scaled	37	21616	872	44499024
sinh	616	decimal-scaled	152	90676	711	48576058
sinh	616	g_math	17	574406	441	15556009
sinh	616	g_math	28	572516	451	12789926
sinh	616	g_math	37	572206	451	12689094
sinh	616	g_math	152	573809	450	11577445
sinh	924	decimal-scaled	17	125977	1195	46663993
sinh	924	decimal-scaled	28	127928	1277	45960837
sinh	924	decimal-scaled	37	22781	1204	70019693
sinh	924	decimal-scaled	152	95256	1339	46968529
sinh	924	g_math	17	336304	456	12358226
sinh	924	g_math	28	336238	463	12353356
sinh	924	g_math	37	335688	469	12362745
sinh	924	g_math	152	336470	461	8358220
sinh	1232	decimal-scaled	17	158614	1452	123419752
sinh	1232	decimal-scaled	28	160947	1522	39167376
sinh	1232	decimal-scaled	37	28542	1462	98016127
sinh	1232	decimal-scaled	152	97454	1682	143005030
sinh	1232	g_math	17	594291	430	15577131
sinh	1232	g_math	28	594025	440	17595552
sinh	1232	g_math	37	594746	451	15630345
sinh	1232	g_math	152	596504	440	9629774
sqrt	18	decimal-rs	17	5308	421	36224
sqrt	18	decimal-scaled	17	81	80	140
sqrt	18	fastnum	17	146671	1031	23276020
sqrt	18	g_math	17	124158	1282	237469
sqrt	18	rust_decimal	17	2404	110	11928
sqrt	38	decimal-rs	17	5303	391	38849
sqrt	38	decimal-rs	28	5298	701	33090
sqrt	38	decimal-rs	37	5313	461	33310
sqrt	38	decimal-scaled	17	290	80	10826
sqrt	38	decimal-scaled	28	380	100	511
sqrt	38	decimal-scaled	37	381	90	681
sqrt	38	fastnum	17	147022	1032	20003770
sqrt	38	fastnum	28	147202	781	23589509
sqrt	38	fastnum	37	145690	1092	25160192
sqrt	38	g_math	17	123857	1272	274835
sqrt	38	g_math	28	122966	1011	219862
sqrt	38	g_math	37	123767	1002	254084
sqrt	38	rust_decimal	17	2404	110	19880
sqrt	38	rust_decimal	28	2393	141	13240
sqrt	38	rust_decimal	37	2404	111	14622
sqrt	57	decimal-rs	17	5288	491	26469
sqrt	57	decimal-rs	28	5313	571	26299
sqrt	57	decimal-rs	37	5292	550	25908
sqrt	57	decimal-scaled	17	400	130	621
sqrt	57	decimal-scaled	28	521	270	972
sqrt	57	decimal-scaled	37	601	120	10485
sqrt	57	fastnum	17	146187	811	19994062
sqrt	57	fastnum	28	147326	912	21944302
sqrt	57	fastnum	37	145750	911	19984065
sqrt	57	g_math	17	123822	841	229258
sqrt	57	g_math	28	123783	971	258772
sqrt	57	g_math	37	123622	1262	248356
sqrt	57	rust_decimal	17	2414	111	16735
sqrt	57	rust_decimal	28	2414	120	12859
sqrt	57	rust_decimal	37	2414	130	20680
sqrt	76	decimal-rs	17	4714	411	31398
sqrt	76	decimal-rs	28	4699	470	33743
sqrt	76	decimal-rs	37	4708	511	25718
sqrt	76	decimal-scaled	17	450	240	811
sqrt	76	decimal-scaled	28	551	100	3206
sqrt	76	decimal-scaled	37	651	100	11181
sqrt	76	fastnum	17	132403	731	18183183
sqrt	76	fastnum	28	132388	1022	19257200
sqrt	76	fastnum	37	132403	731	18464985
sqrt	76	g_math	17	112281	912	209452
sqrt	76	g_math	28	112331	1022	228728
sqrt	76	g_math	37	112380	1122	222727
sqrt	76	rust_decimal	17	2204	120	16081
sqrt	76	rust_decimal	28	2214	121	24085
sqrt	76	rust_decimal	37	2213	110	14187
sqrt	115	decimal-rs	17	5751	611	1951011
sqrt	115	decimal-rs	28	5766	711	42830
sqrt	115	decimal-rs	37	5770	621	3109393
sqrt	115	decimal-scaled	17	892	180	20788
sqrt	115	decimal-scaled	28	1413	190	18695
sqrt	115	decimal-scaled	37	1523	190	30877
sqrt	115	fastnum	17	178343	541	71236757
sqrt	115	fastnum	28	180041	541	75286496
sqrt	115	fastnum	37	179766	511	71574494
sqrt	115	g_math	17	232103	1052	9267896
sqrt	115	g_math	28	223918	942	9378997
sqrt	115	g_math	37	231412	1323	9377742
sqrt	115	rust_decimal	17	2846	170	33453
sqrt	115	rust_decimal	28	2825	120	407561
sqrt	115	rust_decimal	37	2835	130	39984
sqrt	153	decimal-rs	17	6294	641	2984167
sqrt	153	decimal-rs	28	6289	631	42514
sqrt	153	decimal-rs	37	6284	631	53520
sqrt	153	decimal-rs	152	6310	530	41782
sqrt	153	decimal-scaled	17	791	141	21051
sqrt	153	decimal-scaled	28	1201	310	3488908
sqrt	153	decimal-scaled	37	1722	160	126330
sqrt	153	decimal-scaled	152	3816	221	17356
sqrt	153	fastnum	17	190172	411	79823536
sqrt	153	fastnum	28	190647	621	79063111
sqrt	153	fastnum	37	189695	570	74416739
sqrt	153	fastnum	152	191024	711	79353249
sqrt	153	g_math	17	249465	1402	10264966
sqrt	153	g_math	28	249175	1262	12415078
sqrt	153	g_math	37	249994	1593	9255823
sqrt	153	g_math	152	247443	1492	10410590
sqrt	153	rust_decimal	17	2864	161	26149
sqrt	153	rust_decimal	28	2864	130	1397757
sqrt	153	rust_decimal	37	2874	171	17706
sqrt	153	rust_decimal	152	2864	150	21122
sqrt	230	decimal-rs	17	5170	742	802431
sqrt	230	decimal-rs	28	4992	862	2822384
sqrt	230	decimal-rs	37	5274	652	796374
sqrt	230	decimal-rs	152	4982	891	29291
sqrt	230	decimal-scaled	17	820	278	12467
sqrt	230	decimal-scaled	28	1259	454	3728834
sqrt	230	decimal-scaled	37	1964	210	12365
sqrt	230	decimal-scaled	152	4074	299	18063
sqrt	230	fastnum	17	171926	782	82309773
sqrt	230	fastnum	28	151016	716	61349495
sqrt	230	fastnum	37	152792	833	66517614
sqrt	230	fastnum	152	160014	633	61789704
sqrt	230	g_math	17	96175	1416	9189510
sqrt	230	g_math	28	97048	1295	9188963
sqrt	230	g_math	37	95486	1167	9184263
sqrt	230	g_math	152	96288	1228	9177258
sqrt	230	rust_decimal	17	2328	127	25149
sqrt	230	rust_decimal	28	2287	124	2308421
sqrt	230	rust_decimal	37	2382	114	11791
sqrt	230	rust_decimal	152	2324	132	23604
sqrt	307	decimal-rs	17	6294	901	506492
sqrt	307	decimal-rs	28	6304	631	50306
sqrt	307	decimal-rs	37	6304	841	34402
sqrt	307	decimal-rs	152	6290	771	47291
sqrt	307	decimal-scaled	17	881	250	14371
sqrt	307	decimal-scaled	28	1262	200	4156
sqrt	307	decimal-scaled	37	1592	441	4828
sqrt	307	decimal-scaled	152	5888	351	6021819
sqrt	307	fastnum	17	190882	971	90938782
sqrt	307	fastnum	28	190852	721	79483173
sqrt	307	fastnum	37	192210	971	80573561
sqrt	307	fastnum	152	190988	841	81203702
sqrt	307	g_math	17	249615	1252	9433536
sqrt	307	g_math	28	246211	1483	9417426
sqrt	307	g_math	37	250206	1162	10255007
sqrt	307	g_math	152	245709	1502	9425420
sqrt	307	rust_decimal	17	2855	170	23165
sqrt	307	rust_decimal	28	2844	120	717179
sqrt	307	rust_decimal	37	2874	140	17296
sqrt	307	rust_decimal	152	2865	130	26290
sqrt	462	decimal-rs	17	6324	511	3126428
sqrt	462	decimal-rs	28	6294	510	2022646
sqrt	462	decimal-rs	37	6330	801	3246248
sqrt	462	decimal-rs	152	6300	511	1629594
sqrt	462	decimal-scaled	17	991	281	15354
sqrt	462	decimal-scaled	28	1442	350	6240
sqrt	462	decimal-scaled	37	1763	520	24867
sqrt	462	decimal-scaled	152	7962	220	11030422
sqrt	462	fastnum	17	191584	911	73240160
sqrt	462	fastnum	28	189811	300	80458817
sqrt	462	fastnum	37	189615	541	73418888
sqrt	462	fastnum	152	190201	451	81365985
sqrt	462	g_math	17	245399	971	9421829
sqrt	462	g_math	28	250047	1332	11418816
sqrt	462	g_math	37	249055	1132	10291488
sqrt	462	g_math	152	245529	1151	9416139
sqrt	462	rust_decimal	17	2865	130	25758
sqrt	462	rust_decimal	28	2874	180	33941
sqrt	462	rust_decimal	37	2875	170	29154
sqrt	462	rust_decimal	152	2865	140	921347
sqrt	616	decimal-rs	17	5800	551	3453880
sqrt	616	decimal-rs	28	5756	541	2938024
sqrt	616	decimal-rs	37	5771	692	3540686
sqrt	616	decimal-rs	152	5766	602	634693
sqrt	616	decimal-scaled	17	1072	320	13456
sqrt	616	decimal-scaled	28	1453	530	23143
sqrt	616	decimal-scaled	37	1763	431	23525
sqrt	616	decimal-scaled	152	9868	501	10029273
sqrt	616	fastnum	17	181486	681	79859515
sqrt	616	fastnum	28	182057	782	73134052
sqrt	616	fastnum	37	180930	4809	72798831
sqrt	616	fastnum	152	182694	1252	71475262
sqrt	616	g_math	17	231185	1222	12237880
sqrt	616	g_math	28	228480	1202	9267905
sqrt	616	g_math	37	230843	992	12071092
sqrt	616	g_math	152	225944	1232	9265759
sqrt	616	rust_decimal	17	2865	140	830862
sqrt	616	rust_decimal	28	2846	130	142498
sqrt	616	rust_decimal	37	2875	131	1898118
sqrt	616	rust_decimal	152	2826	140	1032731
sqrt	924	decimal-rs	17	5674	430	3128560
sqrt	924	decimal-rs	28	5688	452	3747738
sqrt	924	decimal-rs	37	5683	412	2139832
sqrt	924	decimal-rs	152	5680	597	1838592
sqrt	924	decimal-scaled	17	1244	234	14623
sqrt	924	decimal-scaled	28	1677	362	17254
sqrt	924	decimal-scaled	37	2054	326	6010934
sqrt	924	decimal-scaled	152	11646	421	3026183
sqrt	924	fastnum	17	181948	735	73666463
sqrt	924	fastnum	28	182531	695	94368075
sqrt	924	fastnum	37	182204	590	71574575
sqrt	924	fastnum	152	181836	1344	71031087
sqrt	924	g_math	17	130259	1088	10142157
sqrt	924	g_math	28	131040	1427	10142409
sqrt	924	g_math	37	130739	1238	9264238
sqrt	924	g_math	152	130920	1218	9253829
sqrt	924	rust_decimal	17	3182	161	22369
sqrt	924	rust_decimal	28	3153	131	1749541
sqrt	924	rust_decimal	37	3159	128	18113
sqrt	924	rust_decimal	152	3175	163	19118
