function	width	version	nanos	min	max
sub	18	decimal-scaled@0.4.4	29	28	32
sub	18	decimal-scaled@0.5.0	34	28	46
sub	230	decimal-scaled	70	60	2674
sub	230	decimal-scaled@0.3.3	60	40	160
sub	230	decimal-scaled@0.4.4	70	50	190
sub	230	decimal-scaled@0.5.0	70	60	251
sub	307	decimal-scaled	100	89	270
sub	307	decimal-scaled@0.3.3	91	70	220
sub	307	decimal-scaled@0.4.4	91	80	180
sub	307	decimal-scaled@0.5.0	90	60	220
sub	38	decimal-scaled	30	28	46
sub	38	decimal-scaled@0.3.3	29	28	54
sub	38	decimal-scaled@0.4.4	28	26	57
sub	38	decimal-scaled@0.5.0	30	29	62
sub	462	decimal-scaled	121	100	250
sub	462	decimal-scaled@0.4.4	131	90	240
sub	462	decimal-scaled@0.5.0	130	110	301
sub	57	decimal-scaled	40	40	90
sub	57	decimal-scaled@0.4.4	40	40	90
sub	57	decimal-scaled@0.5.0	40	40	51
sub	616	decimal-scaled	118	91	221
sub	616	decimal-scaled@0.4.4	184	127	266
sub	616	decimal-scaled@0.5.0	113	93	226
sub	76	decimal-scaled	40	30	41
sub	76	decimal-scaled@0.3.3	40	30	40
sub	76	decimal-scaled@0.4.4	40	30	41
sub	76	decimal-scaled@0.5.0	40	30	50
sub	924	decimal-scaled	185	137	318
sub	924	decimal-scaled@0.4.4	286	189	499
sub	924	decimal-scaled@0.5.0	193	153	308
tan	115	decimal-scaled	12329	4827	4039201
tan	115	decimal-scaled@0.4.4	45207	11006	12074740
tan	115	decimal-scaled@0.5.0	11517	4626	6025663
tan	1232	decimal-scaled	13856	6733	6040714
tan	1232	decimal-scaled@0.4.4	192810	55603	9110816
tan	1232	decimal-scaled@0.5.0	13385	6001	5033288
tan	153	decimal-scaled	7291	2904	5018589
tan	153	decimal-scaled@0.3.3	41864	14472	6054100
tan	153	decimal-scaled@0.4.4	26129	6640	9052032
tan	153	decimal-scaled@0.5.0	7010	2714	4251812
tan	18	decimal-scaled	3888	32	23989
tan	18	decimal-scaled@0.4.4	6656	28	12478
tan	18	decimal-scaled@0.5.0	6418	30	25909
tan	230	decimal-scaled	9945	3896	6039483
tan	230	decimal-scaled@0.3.3	83274	35904	9106616
tan	230	decimal-scaled@0.4.4	54090	12349	9077324
tan	230	decimal-scaled@0.5.0	9594	4126	4962360
tan	307	decimal-scaled	13455	5831	6044224
tan	307	decimal-scaled@0.3.3	132316	56375	9161493
tan	307	decimal-scaled@0.4.4	86326	21379	12111430
tan	307	decimal-scaled@0.5.0	12513	5419	9035096
tan	38	decimal-scaled	5355	1245	36674
tan	38	decimal-scaled@0.3.3	122955	76144	298864
tan	38	decimal-scaled@0.4.4	9018	4864	20748
tan	38	decimal-scaled@0.5.0	8860	4699	32894
tan	462	decimal-scaled	9814	4499	6032307
tan	462	decimal-scaled@0.4.4	77570	19386	9117958
tan	462	decimal-scaled@0.5.0	9172	3937	3032654
tan	57	decimal-scaled	7845	3356	33502
tan	57	decimal-scaled@0.4.4	24015	5671	52338
tan	57	decimal-scaled@0.5.0	7414	3116	41327
tan	616	decimal-scaled	10216	4004	3018387
tan	616	decimal-scaled@0.4.4	75343	20796	6112390
tan	616	decimal-scaled@0.5.0	9748	3946	8017805
tan	76	decimal-scaled	7070	2945	36014
tan	76	decimal-scaled@0.3.3	27151	10255	43996
tan	76	decimal-scaled@0.4.4	17096	4207	45349
tan	76	decimal-scaled@0.5.0	6610	2664	29925
tan	924	decimal-scaled	12006	4770	3020012
tan	924	decimal-scaled@0.4.4	123939	35225	9522774
tan	924	decimal-scaled@0.5.0	11300	3487	9025021
tanh	115	decimal-scaled	28733	170	12047389
tanh	115	decimal-scaled@0.4.4	832534	270	34980164
tanh	115	decimal-scaled@0.5.0	27320	101	9052339
tanh	1232	decimal-scaled	20138	1393	7039544
tanh	1232	decimal-scaled@0.4.4	5714744	1964	491183882
tanh	1232	decimal-scaled@0.5.0	19797	621	11530552
tanh	153	decimal-scaled	9785	110	6032157
tanh	153	decimal-scaled@0.3.3	63746	37717	9077288
tanh	153	decimal-scaled@0.4.4	446383	231	16317299
tanh	153	decimal-scaled@0.5.0	9454	70	10763624
tanh	18	decimal-scaled	2587	35	22445
tanh	18	decimal-scaled@0.4.4	6542	33	13011
tanh	18	decimal-scaled@0.5.0	5204	35	24384
tanh	230	decimal-scaled	13526	171	7027181
tanh	230	decimal-scaled@0.3.3	140104	86440	15148333
tanh	230	decimal-scaled@0.4.4	917755	471	52453199
tanh	230	decimal-scaled@0.5.0	13060	141	9056440
tanh	307	decimal-scaled	18004	371	7041973
tanh	307	decimal-scaled@0.3.3	208398	127337	9264454
tanh	307	decimal-scaled@0.4.4	1876336	682	174110839
tanh	307	decimal-scaled@0.5.0	17573	240	12077477
tanh	38	decimal-scaled	3289	38	32568
tanh	38	decimal-scaled@0.3.3	155189	29	203045
tanh	38	decimal-scaled@0.4.4	9239	36	24396
tanh	38	decimal-scaled@0.5.0	7018	39	35267
tanh	462	decimal-scaled	17904	551	6096718
tanh	462	decimal-scaled@0.4.4	1668979	952	154955922
tanh	462	decimal-scaled@0.5.0	17844	261	6174262
tanh	57	decimal-scaled	9848	80	31830
tanh	57	decimal-scaled@0.4.4	279174	161	1122214
tanh	57	decimal-scaled@0.5.0	9602	50	30607
tanh	616	decimal-scaled	14052	518	14023859
tanh	616	decimal-scaled@0.4.4	4471215	877	254771016
tanh	616	decimal-scaled@0.5.0	13365	325	9152234
tanh	76	decimal-scaled	8864	70	36766
tanh	76	decimal-scaled@0.3.3	42134	24557	74523
tanh	76	decimal-scaled@0.4.4	273883	160	1059097
tanh	76	decimal-scaled@0.5.0	8523	50	36215
tanh	924	decimal-scaled	16638	493	9314147
tanh	924	decimal-scaled@0.4.4	5009018	1323	289200121
tanh	924	decimal-scaled@0.5.0	16034	537	9324702
